mgi_symbol,ensembl_gene_id,entrezgene_id,gene_biotype,chromosome_name,start_position,end_position
Serpinb9c,ENSMUSG00000021404,20707,protein_coding,13,33333258,33343725
Serpinb9d,ENSMUSG00000054266,20726,protein_coding,13,33376942,33387112
Tpo,ENSMUSG00000020673,22018,protein_coding,12,30104658,30182623
Serpinb9e,ENSMUSG00000062342,20710,protein_coding,13,33433595,33444833
Asb5,ENSMUSG00000031519,76294,protein_coding,8,54982615,55040910
Adm2,ENSMUSG00000054136,223780,protein_coding,15,89206923,89208934
Fat4,ENSMUSG00000046743,329628,protein_coding,3,38941089,39066134
Fgf14,ENSMUSG00000025551,14169,protein_coding,14,124215319,124914539
Sntg2,ENSMUSG00000020672,268534,protein_coding,12,30224481,30423374
Zfp951,ENSMUSG00000072774,626391,protein_coding,5,104961035,105007936
Fabp3,ENSMUSG00000028773,14077,protein_coding,4,130202388,130209256
Gbp8,ENSMUSG00000034438,76074,protein_coding,5,105162016,105287406
C4b,ENSMUSG00000073418,12268,protein_coding,17,34947354,34962856
Klk1b3,ENSMUSG00000066515,18050,protein_coding,7,43847615,43851776
Gbp4,ENSMUSG00000079363,17472,protein_coding,5,105263633,105287452
Fsip2l,ENSMUSG00000079606,209005,protein_coding,X,47930343,47966590
Cyp21a1,ENSMUSG00000024365,13079,protein_coding,17,35020322,35023535
Vmn1r54,ENSMUSG00000047203,113851,protein_coding,6,90223282,90248195
Gabrr3,ENSMUSG00000074991,328699,protein_coding,16,59227695,59284867
Atoh8,ENSMUSG00000037621,71093,protein_coding,6,72183161,72212561
Cdnf,ENSMUSG00000039496,227526,protein_coding,2,3514067,3527413
Slc37a2,ENSMUSG00000032122,56857,protein_coding,9,37138881,37167034
Ddx19b,ENSMUSG00000033658,234733,protein_coding,8,111729820,111758383
Gbp6,ENSMUSG00000104713,100702,protein_coding,5,105418568,105441564
Dnah5,ENSMUSG00000022262,110082,protein_coding,15,28203898,28472198
Wdr17,ENSMUSG00000039375,244484,protein_coding,8,55082090,55340219
Sox5,ENSMUSG00000041540,20678,protein_coding,6,143774151,144727703
Defb5,ENSMUSG00000039785,81007,protein_coding,8,19297596,19300844
Avil,ENSMUSG00000025432,11567,protein_coding,10,126836578,126856863
Slc1a7,ENSMUSG00000008932,242607,protein_coding,4,107825529,107870729
Adamts6,ENSMUSG00000046169,108154,protein_coding,13,104424343,104633203
Sesn1,ENSMUSG00000038332,140742,protein_coding,10,41685931,41784420
Plac8l1,ENSMUSG00000059455,69401,protein_coding,18,42311748,42329774
Spata9,ENSMUSG00000021590,75571,protein_coding,13,76115269,76147091
AY761185,ENSMUSG00000079120,100503970,protein_coding,8,21433710,21434726
Defa38,ENSMUSG00000061958,634825,protein_coding,8,21585090,21586066
Shisal2b,ENSMUSG00000042655,77803,protein_coding,13,104981791,105000401
Cfap54,ENSMUSG00000020014,380654,protein_coding,10,92611481,92917480
Defa30,ENSMUSG00000074444,100038927,protein_coding,8,21624658,21625614
Mapk8ip2,ENSMUSG00000022619,60597,protein_coding,15,89338116,89348671
Pou4f3,ENSMUSG00000024497,18998,protein_coding,18,42527604,42530314
Vmn2r65,ENSMUSG00000066372,100009609,protein_coding,7,84584773,84613323
Gm15517,ENSMUSG00000087376,628854,protein_coding,7,43910871,43911315
Hand2,ENSMUSG00000038193,15111,protein_coding,8,57774018,57777668
Ffar4,ENSMUSG00000054200,107221,protein_coding,19,38085519,38102711
Rnf180,ENSMUSG00000021720,71816,protein_coding,13,105266509,105431323
Klhl24,ENSMUSG00000062901,75785,protein_coding,16,19916292,19947971
Cadm2,ENSMUSG00000064115,239857,protein_coding,16,66452307,67417796
Defa39,ENSMUSG00000058618,382000,protein_coding,8,22192535,22193661
Defa24,ENSMUSG00000064213,503491,protein_coding,8,22224510,22225487
Fa2h,ENSMUSG00000033579,338521,protein_coding,8,112071767,112120456
Lgi1,ENSMUSG00000067242,56839,protein_coding,19,38252984,38300662
Defb13,ENSMUSG00000044222,246083,protein_coding,8,22436778,22438866
Ankrd33b,ENSMUSG00000022237,67434,protein_coding,15,31291624,31367872
A030005L19Rik,ENSMUSG00000113880,,protein_coding,1,82891046,82891851
A030014E15Rik,ENSMUSG00000113973,,protein_coding,1,82902638,82903433
Slc35g1,ENSMUSG00000044026,240660,protein_coding,19,38384428,38394058
Galntl6,ENSMUSG00000096914,270049,protein_coding,8,58227086,59365674
Ropn1l,ENSMUSG00000022236,252967,protein_coding,15,31441357,31453883
Acr,ENSMUSG00000022622,11434,protein_coding,15,89452529,89458788
Aadat,ENSMUSG00000057228,23923,protein_coding,8,60958966,60998711
Sspo,ENSMUSG00000029797,243369,protein_coding,6,48425163,48478184
Hal,ENSMUSG00000020017,15109,protein_coding,10,93324630,93355166
Nek5,ENSMUSG00000037738,330721,protein_coding,8,22563632,22615069
Ppp1r3d,ENSMUSG00000049999,228966,protein_coding,2,178052999,178056265
Cdh26,ENSMUSG00000039155,381409,protein_coding,2,178072324,178129159
Cmbl,ENSMUSG00000022235,69574,protein_coding,15,31565535,31590265
Hepacam,ENSMUSG00000046240,72927,protein_coding,9,37278647,37297871
Spink5,ENSMUSG00000055561,72432,protein_coding,18,44096302,44155568
Sphkap,ENSMUSG00000026163,77629,protein_coding,1,83231860,83385921
Cyp2c65,ENSMUSG00000067231,72303,protein_coding,19,39049459,39082388
Hpx,ENSMUSG00000030895,15458,protein_coding,7,105240820,105249344
Stum,ENSMUSG00000053963,381310,protein_coding,1,180259952,180311069
Foxp3,ENSMUSG00000039521,20371,protein_coding,X,7439883,7461484
Fam163a,ENSMUSG00000015484,329274,protein_coding,1,155951712,156032596
Cyp2c69,ENSMUSG00000092008,100043108,protein_coding,19,39831258,39875243
Rpe65,ENSMUSG00000028174,19892,protein_coding,3,159304812,159330958
Flrt1,ENSMUSG00000047787,396184,protein_coding,19,7069366,7083094
Vav1,ENSMUSG00000034116,22324,protein_coding,17,57586100,57635031
Rarres2,ENSMUSG00000009281,71660,protein_coding,6,48546630,48549723
Ttll9,ENSMUSG00000074673,74711,protein_coding,2,152804405,152850402
Dlx6,ENSMUSG00000029754,13396,protein_coding,6,6863334,6868568
Ctrb1,ENSMUSG00000031957,66473,protein_coding,8,112413151,112417642
Lrrc4b,ENSMUSG00000047085,272381,protein_coding,7,44078442,44112775
Tpte,ENSMUSG00000031481,234129,protein_coding,8,22773457,22861434
Lvrn,ENSMUSG00000024481,74574,protein_coding,18,46983105,47040309
Arl14epl,ENSMUSG00000073568,381142,protein_coding,18,47054882,47067299
Tmem231,ENSMUSG00000031951,234740,protein_coding,8,112638643,112660513
Igsf5,ENSMUSG00000000159,72058,protein_coding,16,96162868,96223321
Robo4,ENSMUSG00000032125,74144,protein_coding,9,37313193,37326411
Gabarapl2,ENSMUSG00000031950,93739,protein_coding,8,112667335,112680244
Rtbdn,ENSMUSG00000048617,234542,protein_coding,8,85673620,85683232
Fam217a,ENSMUSG00000021414,71864,protein_coding,13,35093943,35108293
Aldh1a3,ENSMUSG00000015134,56847,protein_coding,7,66040638,66077265
Or1aa2,ENSMUSG00000048173,258289,protein_coding,X,49509875,49517375
Cyp2ab1,ENSMUSG00000022818,224044,protein_coding,16,20127137,20144154
Folh1,ENSMUSG00000001773,53320,protein_coding,7,86368185,86425151
Xkr9,ENSMUSG00000067813,381246,protein_coding,1,13738995,13771947
Car14,ENSMUSG00000038526,23831,protein_coding,3,95805080,95812003
Eml6,ENSMUSG00000044072,237711,protein_coding,11,29693048,29976033
Ptprn2,ENSMUSG00000056553,19276,protein_coding,12,116449340,117240469
Fem1al,ENSMUSG00000078157,216622,protein_coding,11,29772395,29775668
Gimap4,ENSMUSG00000054435,107526,protein_coding,6,48661483,48668994
Vmn2r79,ENSMUSG00000090362,621430,protein_coding,7,86645323,86694149
Ly6d,ENSMUSG00000034634,17068,protein_coding,15,74633905,74635469
Ly6g6g,ENSMUSG00000101026,78725,protein_coding,15,74642757,74650708
Ly6k,ENSMUSG00000044678,76486,protein_coding,15,74668723,74671835
Gml,ENSMUSG00000068349,625599,protein_coding,15,74685301,74690664
Gml2,ENSMUSG00000068600,15202,protein_coding,15,74690920,74706720
Xkr7,ENSMUSG00000042631,228787,protein_coding,2,152873772,152897695
Pudp,ENSMUSG00000048875,67365,protein_coding,18,50696948,50734491
Cdhr2,ENSMUSG00000034918,268663,protein_coding,13,54849274,54884475
Magea14,ENSMUSG00000031118,74279,protein_coding,X,51057572,51061649
Gimap7,ENSMUSG00000043931,231932,protein_coding,6,48695555,48701570
Kif21a,ENSMUSG00000022629,16564,protein_coding,15,90817479,90934151
Sncaip,ENSMUSG00000024534,67847,protein_coding,18,52900781,53049007
Prdm6,ENSMUSG00000069378,225518,protein_coding,18,53596655,53708979
Isl2,ENSMUSG00000032318,104360,protein_coding,9,55445956,55453464
Ccr7,ENSMUSG00000037944,12775,protein_coding,11,99035022,99045903
Krt222,ENSMUSG00000035849,268481,protein_coding,11,99123587,99134911
Calm4,ENSMUSG00000033765,80796,protein_coding,13,3887757,3888673
Calm5,ENSMUSG00000099269,494124,protein_coding,13,3904173,3904761
Slc2a7,ENSMUSG00000062064,435818,protein_coding,4,150233429,150252939
Plxnc1,ENSMUSG00000074785,54712,protein_coding,10,94626728,94780697
Krt28,ENSMUSG00000055937,70843,protein_coding,11,99255698,99265729
Eif4e1b,ENSMUSG00000074895,218268,protein_coding,13,54931811,54936272
Neurog2,ENSMUSG00000027967,11924,protein_coding,3,127426784,127429280
Abcd2,ENSMUSG00000055782,26874,protein_coding,15,91030074,91076002
CN725425,ENSMUSG00000078932,545126,protein_coding,15,91083697,91145097
Slc2a13,ENSMUSG00000036298,239606,protein_coding,15,91151899,91457464
Npas1,ENSMUSG00000001988,18142,protein_coding,7,16189646,16211653
Akr1c14,ENSMUSG00000033715,105387,protein_coding,13,4099011,4140688
Syt12,ENSMUSG00000049303,171180,protein_coding,19,4495936,4527475
Dnah6,ENSMUSG00000052861,330355,protein_coding,6,72994589,73198634
2010003K11Rik,ENSMUSG00000042041,69861,protein_coding,19,4546816,4548611
Kcns2,ENSMUSG00000050963,16539,protein_coding,15,34837501,34843553
Ly6g2,ENSMUSG00000047728,223631,protein_coding,15,75088225,75094510
Ly6f,ENSMUSG00000022583,17071,protein_coding,15,75140270,75144084
Grm5,ENSMUSG00000049583,108071,protein_coding,7,87233376,87784115
Lefty2,ENSMUSG00000066652,320202,protein_coding,1,180720673,180726668
Gprc6a,ENSMUSG00000019905,210198,protein_coding,10,51490919,51507557
Fcrl1,ENSMUSG00000059994,229499,protein_coding,3,87283694,87310241
Aoc1,ENSMUSG00000029811,76507,protein_coding,6,48849830,48886122
Lum,ENSMUSG00000036446,17022,protein_coding,10,97400990,97408565
Themis3,ENSMUSG00000024105,74556,protein_coding,17,66861500,66901616
H2ac18,ENSMUSG00000064220,15267,protein_coding,3,96152813,96153398
A530032D15Rik,ENSMUSG00000089844,381287,protein_coding,1,85060790,85087574
Efcab10,ENSMUSG00000020562,75040,protein_coding,12,33444853,33451266
Vgll2,ENSMUSG00000049641,215031,protein_coding,10,51898598,51904567
Lefty1,ENSMUSG00000038793,13590,protein_coding,1,180762587,180765965
Fcrl5,ENSMUSG00000048031,329693,protein_coding,3,87343080,87407985
Sptbn5,ENSMUSG00000074899,640524,protein_coding,2,119871974,119916159
H4c14,ENSMUSG00000091405,97122,protein_coding,3,96168998,96170627
Mafa,ENSMUSG00000047591,378435,protein_coding,15,75617339,75620077
Cyp3a11,ENSMUSG00000056035,13112,protein_coding,5,145791236,145816774
Etv3l,ENSMUSG00000118505,546801,protein_coding,3,87457406,87468416
H3c13,ENSMUSG00000074403,319154,protein_coding,3,96175970,96176457
Morn3,ENSMUSG00000029477,74890,protein_coding,5,123173832,123185079
Kcnb2,ENSMUSG00000092083,98741,protein_coding,1,15357478,15793974
Akr1c12,ENSMUSG00000021211,622402,protein_coding,13,4318175,4329432
Bhlha9,ENSMUSG00000044243,320522,protein_coding,11,76563296,76564502
Entpd1,ENSMUSG00000048120,12495,protein_coding,19,40600810,40730046
Slc7a11,ENSMUSG00000027737,26570,protein_coding,3,49846975,50398063
Rps6ka5,ENSMUSG00000021180,73086,protein_coding,12,100514698,100693242
Cc2d2b,ENSMUSG00000108929,668310,protein_coding,19,40737197,40816187
Enpep,ENSMUSG00000028024,13809,protein_coding,3,129062824,129126369
Tmem200c,ENSMUSG00000095407,622645,protein_coding,17,69133618,69150134
1700001J03Rik,ENSMUSG00000095040,69282,protein_coding,5,146119251,146122114
Arhgef11,ENSMUSG00000041977,213498,protein_coding,3,87524866,87645341
Ccdc3,ENSMUSG00000026676,74186,protein_coding,2,5142587,5235689
Gng14,ENSMUSG00000095845,100503710,protein_coding,8,85794197,85794611
Pla2g4d,ENSMUSG00000070719,78390,protein_coding,2,120096076,120119678
Dglucy,ENSMUSG00000021185,217830,protein_coding,12,100745316,100863240
Gpr68,ENSMUSG00000047415,238377,protein_coding,12,100842941,100874457
Odf3l1,ENSMUSG00000045620,382075,protein_coding,9,56755943,56771963
Tra2a,ENSMUSG00000029817,101214,protein_coding,6,49220858,49240967
Trim9,ENSMUSG00000021071,94090,protein_coding,12,70291307,70394388
Opalin,ENSMUSG00000050121,226115,protein_coding,19,41050149,41065552
Tbx18,ENSMUSG00000032419,76365,protein_coding,9,87584853,87613313
Or2ag2b,ENSMUSG00000036744,66786,protein_coding,7,106413336,106420679
Ccdc81,ENSMUSG00000039391,70884,protein_coding,7,89515356,89552837
Akr1c21,ENSMUSG00000021207,77337,protein_coding,13,4624074,4636540
Mmp20,ENSMUSG00000018620,30800,protein_coding,9,7628232,7674980
Gm648,ENSMUSG00000064016,270599,protein_coding,X,55589234,55594966
Slc22a28,ENSMUSG00000063590,434674,protein_coding,19,8039574,8109346
Ddx60,ENSMUSG00000037921,234311,protein_coding,8,62381121,62491278
Gm11232,ENSMUSG00000066141,,protein_coding,4,71673880,71676202
Mxd4,ENSMUSG00000037235,17122,protein_coding,5,34331227,34345064
Lcor,ENSMUSG00000025019,212391,protein_coding,19,41471076,41574975
Or8g26,ENSMUSG00000094970,258323,protein_coding,9,39077600,39103646
Gm10228,ENSMUSG00000068074,100040214,protein_coding,16,88837811,88838360
Npy,ENSMUSG00000029819,109648,protein_coding,6,49799690,49806487
Synm,ENSMUSG00000030554,233335,protein_coding,7,67379908,67409490
Dbx2,ENSMUSG00000045608,223843,protein_coding,15,95521444,95553841
1700019D03Rik,ENSMUSG00000043629,67080,protein_coding,1,52961483,53059338
Hsd17b2,ENSMUSG00000031844,15486,protein_coding,8,118428643,118485766
Spock3,ENSMUSG00000054162,72902,protein_coding,8,63404043,63810137
Akain1,ENSMUSG00000091636,320722,protein_coding,17,69746321,69796228
Stc2,ENSMUSG00000020303,20856,protein_coding,11,31307307,31320074
Reg3a,ENSMUSG00000079516,19694,protein_coding,6,78357692,78360810
Gfi1,ENSMUSG00000029275,14581,protein_coding,5,107864523,107873902
Trpc6,ENSMUSG00000031997,22068,protein_coding,9,8544143,8680742
Adgrg4,ENSMUSG00000053852,236798,protein_coding,X,55915523,56046918
Efcab5,ENSMUSG00000050944,319634,protein_coding,11,76980741,77079794
Mgst2,ENSMUSG00000074604,211666,protein_coding,3,51567781,51590098
Dnase1,ENSMUSG00000005980,13419,protein_coding,16,3854806,3857888
Reg1,ENSMUSG00000059654,19692,protein_coding,6,78399694,78405650
Odf1,ENSMUSG00000061923,18285,protein_coding,15,38219447,38226979
Tll1,ENSMUSG00000053626,21892,protein_coding,8,64467965,64659305
Osgin1,ENSMUSG00000074063,71839,protein_coding,8,120160863,120172995
Oprd1,ENSMUSG00000050511,18386,protein_coding,4,131838037,131871797
Trh,ENSMUSG00000005892,22044,protein_coding,6,92219042,92221631
Olfml1,ENSMUSG00000051041,244198,protein_coding,7,107166653,107190301
Slc38a8,ENSMUSG00000034224,234788,protein_coding,8,120206341,120228437
Pgpep1l,ENSMUSG00000030553,78444,protein_coding,7,67886358,67913981
Vwde,ENSMUSG00000079679,232585,protein_coding,6,13156298,13224964
Tomm20l,ENSMUSG00000021078,75266,protein_coding,12,71158202,71169995
Rab42,ENSMUSG00000089687,242681,protein_coding,4,132029508,132030696
Gdap1,ENSMUSG00000025777,14545,protein_coding,1,17215586,17234495
Fam169b,ENSMUSG00000074071,434197,protein_coding,7,67923587,68012840
4933411K16Rik,ENSMUSG00000090369,66765,protein_coding,19,42040687,42042066
Crispld1,ENSMUSG00000025776,83691,protein_coding,1,17797269,17836568
Nat1,ENSMUSG00000025588,17960,protein_coding,8,67933573,67944756
Rab27b,ENSMUSG00000024511,80718,protein_coding,18,70112202,70274676
Fbln5,ENSMUSG00000021186,23876,protein_coding,12,101712824,101785314
Cyb5r2,ENSMUSG00000048065,320635,protein_coding,7,107347662,107357239
Pyroxd2,ENSMUSG00000060224,74580,protein_coding,19,42714297,42741214
Stoml3,ENSMUSG00000027744,229277,protein_coding,3,53396074,53415923
Nckap5,ENSMUSG00000049690,210356,protein_coding,1,125841357,126758536
Pfkp,ENSMUSG00000021196,56421,protein_coding,13,6629804,6698813
Dcstamp,ENSMUSG00000022303,75766,protein_coding,15,39609326,39624334
Septin1,ENSMUSG00000000486,54204,protein_coding,7,126813619,126832302
Defb41,ENSMUSG00000067773,77673,protein_coding,1,18321204,18335362
Rapgef3,ENSMUSG00000022469,223864,protein_coding,15,97642651,97665853
Gimd1,ENSMUSG00000091721,433653,protein_coding,3,132335581,132351112
Synpr,ENSMUSG00000056296,72003,protein_coding,14,8853423,9184983
Trpc4,ENSMUSG00000027748,22066,protein_coding,3,54063456,54225892
Mrln,ENSMUSG00000019933,69563,protein_coding,10,70040494,70055541
Lpl,ENSMUSG00000015568,16956,protein_coding,8,69333143,69360100
Hba-a1,ENSMUSG00000069919,15122,protein_coding,11,32233511,32234465
Mst1r,ENSMUSG00000032584,19882,protein_coding,9,107784072,107797582
Adarb2,ENSMUSG00000052551,94191,protein_coding,13,8252902,8818783
Abhd15,ENSMUSG00000000686,67477,protein_coding,11,77405947,77429433
Wdr66,ENSMUSG00000029442,269701,protein_coding,5,123390165,123465547
Npm2,ENSMUSG00000047911,328440,protein_coding,14,70884742,70896684
Or5p64,ENSMUSG00000096465,258727,protein_coding,7,107850824,107857554
Foxp2,ENSMUSG00000029563,114142,protein_coding,6,14901348,15441976
Ceacam13,ENSMUSG00000057195,69785,protein_coding,7,17743814,17753146
Izumo2,ENSMUSG00000066500,75510,protein_coding,7,44358166,44369268
Acaa2,ENSMUSG00000036880,52538,protein_coding,18,74912268,74939279
Barhl1,ENSMUSG00000026805,54422,protein_coding,2,28797691,28806680
Adam30,ENSMUSG00000043468,71078,protein_coding,3,98067946,98071485
Ppef1,ENSMUSG00000062168,237178,protein_coding,X,159406090,159518761
Yjefn3,ENSMUSG00000048967,234365,protein_coding,8,70340438,70355362
Or5p78,ENSMUSG00000058244,258215,protein_coding,7,108209994,108214547
Rs1,ENSMUSG00000031293,20147,protein_coding,X,159551009,159582659
Otx2,ENSMUSG00000021848,18424,protein_coding,14,48895134,48911276
Frmpd3,ENSMUSG00000042425,245643,protein_coding,X,139243012,139336216
Ccdc175,ENSMUSG00000021086,73936,protein_coding,12,72148074,72231803
Calr4,ENSMUSG00000028558,108802,protein_coding,4,109091682,109111768
Gab3,ENSMUSG00000032750,210710,protein_coding,X,74010449,74129064
Mansc4,ENSMUSG00000072662,545893,protein_coding,6,146976558,146988530
Zbtb7c,ENSMUSG00000044646,207259,protein_coding,18,75953249,76281635
Dgkb,ENSMUSG00000036095,217480,protein_coding,12,37867725,38684238
Nlrp10,ENSMUSG00000049709,244202,protein_coding,7,108521059,108529385
Tfec,ENSMUSG00000029553,21426,protein_coding,6,16833372,16898440
Fam219b,ENSMUSG00000032305,78323,protein_coding,9,57444811,57450467
Thpo,ENSMUSG00000022847,21832,protein_coding,16,20543204,20553261
Trim43c,ENSMUSG00000067399,666731,protein_coding,9,88721217,88730243
Rtn1,ENSMUSG00000021087,104001,protein_coding,12,72258526,72455828
Cryba1,ENSMUSG00000000724,12957,protein_coding,11,77609441,77616109
Abra,ENSMUSG00000042895,223513,protein_coding,15,41727472,41733116
Arhgef38,ENSMUSG00000040969,77669,protein_coding,3,132818039,132940710
Cpn1,ENSMUSG00000025196,93721,protein_coding,19,43944746,43974995
Dynlt1c,ENSMUSG00000000579,100040563,protein_coding,17,6869070,6877173
Sytl3,ENSMUSG00000041831,83672,protein_coding,17,6926492,7005443
Acmsd,ENSMUSG00000026348,266645,protein_coding,1,127657150,127695715
Gm4756,ENSMUSG00000109482,,protein_coding,12,72622776,72696435
Ndufa4l2,ENSMUSG00000040280,407790,protein_coding,10,127350836,127353023
Pkhd1,ENSMUSG00000043760,241035,protein_coding,1,20128003,20688288
Slc14a2,ENSMUSG00000024552,27411,protein_coding,18,78189363,78640157
Smim9,ENSMUSG00000073094,434800,protein_coding,X,74189662,74207376
Mef2c,ENSMUSG00000005583,17260,protein_coding,13,83652153,83815199
Etv1,ENSMUSG00000004151,14009,protein_coding,12,38829379,38920483
Ric3,ENSMUSG00000048330,320360,protein_coding,7,108633519,108682538
Slc35f4,ENSMUSG00000021852,75288,protein_coding,14,49535976,49763503
Il17f,ENSMUSG00000041872,257630,protein_coding,1,20847370,20860841
Ankrd44,ENSMUSG00000052331,329154,protein_coding,1,54684499,54965546
Itgal,ENSMUSG00000030830,16408,protein_coding,7,126895432,126934310
Lrrc43,ENSMUSG00000063409,381741,protein_coding,5,123627368,123646268
Or4k15,ENSMUSG00000059488,258316,protein_coding,14,50360643,50366203
Nostrin,ENSMUSG00000034738,329416,protein_coding,2,68966144,69019674
Kcnip1,ENSMUSG00000053519,70357,protein_coding,11,33579339,33943152
Abcb1a,ENSMUSG00000040584,18671,protein_coding,5,8710077,8798575
Cxxc4,ENSMUSG00000044365,319478,protein_coding,3,133942245,133967922
Myo15a,ENSMUSG00000042678,17910,protein_coding,11,60360165,60419195
Scin,ENSMUSG00000002565,20259,protein_coding,12,40109768,40184227
Kcnv1,ENSMUSG00000022342,67498,protein_coding,15,44969680,44978316
Gm19935,ENSMUSG00000110332,,protein_coding,8,91542773,91544021
Lrrc10b,ENSMUSG00000090291,278795,protein_coding,19,10432735,10434837
Tex35,ENSMUSG00000026592,73435,protein_coding,1,156926709,156936250
Ptafr,ENSMUSG00000056529,19204,protein_coding,4,132291378,132309994
Vwf,ENSMUSG00000001930,22371,protein_coding,6,125523737,125663642
Septin12,ENSMUSG00000022542,71089,protein_coding,16,4804722,4815716
Cdhr4,ENSMUSG00000032595,69398,protein_coding,9,107869696,107876883
Stk33,ENSMUSG00000031027,117229,protein_coding,7,108878430,109038288
Pax2,ENSMUSG00000004231,18504,protein_coding,19,44744484,44826310
Myo1a,ENSMUSG00000025401,432516,protein_coding,10,127541039,127556809
Rasgrf1,ENSMUSG00000032356,19417,protein_coding,9,89791961,89909030
Prkch,ENSMUSG00000021108,18755,protein_coding,12,73631570,73824959
Tac2,ENSMUSG00000025400,21334,protein_coding,10,127560347,127567637
Unc93a2,ENSMUSG00000056133,667055,protein_coding,17,7630214,7652863
Gpr182,ENSMUSG00000058396,11536,protein_coding,10,127583145,127587601
Ano2,ENSMUSG00000038115,243634,protein_coding,6,125667382,126017089
Rdh9,ENSMUSG00000056148,103142,protein_coding,10,127612255,127628566
Nppc,ENSMUSG00000026241,18159,protein_coding,1,86594013,86598293
Dnmt3c,ENSMUSG00000082079,,protein_coding,2,153538572,153571827
Prima1,ENSMUSG00000041669,170952,protein_coding,12,103163167,103208409
Lcp2,ENSMUSG00000002699,16822,protein_coding,11,33996920,34042295
Asb2,ENSMUSG00000021200,65256,protein_coding,12,103287401,103322260
Rsph6a,ENSMUSG00000040866,83434,protein_coding,7,18788615,18808372
Ntf3,ENSMUSG00000049107,18205,protein_coding,6,126078375,126143873
Rdh7,ENSMUSG00000040134,54150,protein_coding,10,127719897,127724686
Sv2b,ENSMUSG00000053025,64176,protein_coding,7,74764642,74959010
Ldoc1,ENSMUSG00000057615,434784,protein_coding,X,60753103,60754561
Trps1,ENSMUSG00000038679,83925,protein_coding,15,50518148,50753859
Hsd17b6,ENSMUSG00000025396,27400,protein_coding,10,127826805,127843480
Trim66,ENSMUSG00000031026,330627,protein_coding,7,109048213,109107341
Rsph3a,ENSMUSG00000073471,66832,protein_coding,17,8164446,8198656
Cryzl2,ENSMUSG00000033488,226527,protein_coding,1,157286147,157320208
Khdc1a,ENSMUSG00000067750,368204,protein_coding,1,21419865,21422424
Tafa1,ENSMUSG00000059187,320265,protein_coding,6,96090135,96634159
Trim45,ENSMUSG00000033233,229644,protein_coding,3,100829518,100844236
Aard,ENSMUSG00000068522,239435,protein_coding,15,51903503,51909118
Kcna6,ENSMUSG00000038077,16494,protein_coding,6,126685292,126717637
Slc15a3,ENSMUSG00000024737,65221,protein_coding,19,10817091,10836726
Slitrk2,ENSMUSG00000036790,245450,protein_coding,X,65692924,65704999
Sohlh2,ENSMUSG00000027794,74434,protein_coding,3,55089449,55117378
Ehhadh,ENSMUSG00000022853,74147,protein_coding,16,21580037,21606557
Rftn2,ENSMUSG00000025978,74013,protein_coding,1,55209318,55265941
Alppl2,ENSMUSG00000026246,11650,protein_coding,1,87014416,87017650
Rhoj,ENSMUSG00000046768,80837,protein_coding,12,75355096,75448230
Lrrn3,ENSMUSG00000036295,16981,protein_coding,12,41501667,41536430
Zfp516,ENSMUSG00000058881,329003,protein_coding,18,82928788,83023439
Spdya,ENSMUSG00000052525,70891,protein_coding,17,71859056,71896528
Ifi27,ENSMUSG00000064215,52668,protein_coding,12,103400470,103406498
Cndp1,ENSMUSG00000056162,338403,protein_coding,18,84628634,84668220
Liph,ENSMUSG00000044626,239759,protein_coding,16,21772567,21814413
Gm17266,ENSMUSG00000117781,100503964,protein_coding,18,84816683,84854841
Izumo1r,ENSMUSG00000031933,64931,protein_coding,9,14797110,14815245
Ifi27l2b,ENSMUSG00000021208,217845,protein_coding,12,103417157,103423482
Fbxo15,ENSMUSG00000034391,50764,protein_coding,18,84952907,84999598
Fbll1,ENSMUSG00000051062,237730,protein_coding,11,35688209,35689711
Gm42517,ENSMUSG00000105867,115490131,protein_coding,5,108513939,108515788
Dyrk4,ENSMUSG00000030345,101320,protein_coding,6,126852983,126898802
Sstr5,ENSMUSG00000050824,20609,protein_coding,17,25708849,25716262
Smpdl3a,ENSMUSG00000019872,57319,protein_coding,10,57670431,57687926
Cbln2,ENSMUSG00000024647,12405,protein_coding,18,86729235,86736408
Abcb11,ENSMUSG00000027048,27413,protein_coding,2,69068626,69172960
Hephl1,ENSMUSG00000031936,244698,protein_coding,9,14963137,15023404
Sec16b,ENSMUSG00000026589,89867,protein_coding,1,157334298,157395995
Prkcg,ENSMUSG00000078816,18752,protein_coding,7,3337704,3379615
Pdgfra,ENSMUSG00000029231,18595,protein_coding,5,75312953,75358876
Ms4a4b,ENSMUSG00000056290,60361,protein_coding,19,11420917,11444419
Pcare,ENSMUSG00000044375,225004,protein_coding,17,72050550,72059889
Grik4,ENSMUSG00000032017,110637,protein_coding,9,42429431,42855789
Rbfox1,ENSMUSG00000008658,268859,protein_coding,16,5703219,7229390
Deptor,ENSMUSG00000022419,97998,protein_coding,15,54975713,55122667
Brinp2,ENSMUSG00000004031,240843,protein_coding,1,158072839,158183896
Chrnd,ENSMUSG00000026251,11447,protein_coding,1,87118329,87127792
Lmod3,ENSMUSG00000044086,320502,protein_coding,6,97215495,97229720
Sema7a,ENSMUSG00000038264,20361,protein_coding,9,57847395,57870148
Hes2,ENSMUSG00000028940,15206,protein_coding,4,152243324,152246926
S100g,ENSMUSG00000040808,12309,protein_coding,X,161744988,161747595
Edil3,ENSMUSG00000034488,13612,protein_coding,13,88969591,89471342
