mgi_symbol,ensembl_gene_id,entrezgene_id,gene_biotype,chromosome_name,start_position,end_position
Hook2,ENSMUSG00000052566,170833,protein_coding,8,85717232,85729978
Fnbp4,ENSMUSG00000008200,55935,protein_coding,2,90575714,90611365
Gpc4,ENSMUSG00000031119,14735,protein_coding,X,51141898,51254129
Epb41l5,ENSMUSG00000026383,226352,protein_coding,1,119472767,119576730
Nrgn,ENSMUSG00000053310,64011,protein_coding,9,37455788,37464200
Tmsb10,ENSMUSG00000079523,19240,protein_coding,6,72934330,72935731
Gpc3,ENSMUSG00000055653,14734,protein_coding,X,51361303,51702827
Pdha1,ENSMUSG00000031299,18597,protein_coding,X,158905205,158921409
Ilk,ENSMUSG00000030890,16202,protein_coding,7,105385799,105392132
Tceal8,ENSMUSG00000051579,66684,protein_coding,X,135069733,135073091
Spindoc,ENSMUSG00000024970,68229,protein_coding,19,7331443,7360359
Bex1,ENSMUSG00000050071,19716,protein_coding,X,135114721,135116262
Taf10,ENSMUSG00000043866,24075,protein_coding,7,105388600,105393568
Tceal9,ENSMUSG00000042712,22381,protein_coding,X,135145828,135147888
Pold1,ENSMUSG00000038644,18971,protein_coding,7,44182170,44198273
Sde2,ENSMUSG00000038806,208768,protein_coding,1,180678692,180695678
Sephs1,ENSMUSG00000026662,109079,protein_coding,2,4886375,4915368
Sptbn1,ENSMUSG00000020315,20742,protein_coding,11,30049395,30218175
Atp6v1g1,ENSMUSG00000039105,66290,protein_coding,4,63463009,63468987
Phyh,ENSMUSG00000026664,16922,protein_coding,2,4923830,4943541
Eef1akmt4,ENSMUSG00000115219,110599566,protein_coding,16,20430343,20437761
Pierce1,ENSMUSG00000026831,69327,protein_coding,2,28352013,28356344
Trir,ENSMUSG00000041203,68544,protein_coding,8,85753452,85756915
Peak1,ENSMUSG00000074305,244895,protein_coding,9,56108410,56325351
Cdyl2,ENSMUSG00000031758,75796,protein_coding,8,117301139,117459730
Arhgap28,ENSMUSG00000024043,268970,protein_coding,17,68149708,68311115
Pitx2,ENSMUSG00000028023,18741,protein_coding,3,128993527,129013240
Mcm10,ENSMUSG00000026669,70024,protein_coding,2,4994525,5017602
Tmem135,ENSMUSG00000039428,72759,protein_coding,7,88788922,89053430
Atl3,ENSMUSG00000024759,109168,protein_coding,19,7471405,7517039
Ephx1,ENSMUSG00000038776,13849,protein_coding,1,180803775,180848469
Gcsh,ENSMUSG00000034424,68133,protein_coding,8,117708549,117720276
Fbxw9,ENSMUSG00000008167,68628,protein_coding,8,85786684,85793753
Elovl6,ENSMUSG00000041220,170439,protein_coding,3,129326004,129432144
Tmem37,ENSMUSG00000050777,170706,protein_coding,1,119995107,120001804
Zfp518a,ENSMUSG00000049164,72672,protein_coding,19,40883149,40906391
Dhps,ENSMUSG00000060038,330817,protein_coding,8,85798386,85801791
Cnih4,ENSMUSG00000062169,98417,protein_coding,1,180972258,180996559
Camk1d,ENSMUSG00000039145,227541,protein_coding,2,5298268,5719326
Igf2bp3,ENSMUSG00000029814,140488,protein_coding,6,49062157,49191891
Pabpc1,ENSMUSG00000022283,18458,protein_coding,15,36595905,36609912
Palld,ENSMUSG00000058056,72333,protein_coding,8,61964467,62355724
Camta1,ENSMUSG00000014592,100072,protein_coding,4,151001779,151946333
Ints13,ENSMUSG00000040250,71177,protein_coding,6,146451130,146479333
Ptpn9,ENSMUSG00000032290,56294,protein_coding,9,56902207,56970091
Fgfr1op2,ENSMUSG00000040242,67529,protein_coding,6,146478701,146500696
Prickle1,ENSMUSG00000036158,106042,protein_coding,15,93396995,93493772
Tmem123,ENSMUSG00000050912,71929,protein_coding,9,7764042,7794334
Polr3g,ENSMUSG00000035834,67486,protein_coding,13,81821962,81859132
Tm7sf3,ENSMUSG00000040234,67623,protein_coding,6,146503850,146544322
Cetn3,ENSMUSG00000021537,12626,protein_coding,13,81931196,81945274
Tcfl5,ENSMUSG00000038932,277353,protein_coding,2,180263749,180284501
Sin3a,ENSMUSG00000042557,20466,protein_coding,9,56979324,57035650
Klf6,ENSMUSG00000000078,23849,protein_coding,13,5911481,5920393
Ndufc1,ENSMUSG00000037152,66377,protein_coding,3,51312098,51316409
Pitrm1,ENSMUSG00000021193,69617,protein_coding,13,6598185,6630551
Yap1,ENSMUSG00000053110,22601,protein_coding,9,7932000,8004597
Igf1r,ENSMUSG00000005533,16001,protein_coding,7,67602575,67883416
Zdhhc16,ENSMUSG00000025157,74168,protein_coding,19,41921919,41932543
Srp68,ENSMUSG00000020780,217337,protein_coding,11,116135992,116165043
Dido1,ENSMUSG00000038914,23856,protein_coding,2,180299757,180351792
Cpe,ENSMUSG00000037852,12876,protein_coding,8,65045576,65146088
Foxo1,ENSMUSG00000044167,56458,protein_coding,3,52175757,52260642
Rbm5,ENSMUSG00000032580,83486,protein_coding,9,107617570,107648195
Actr3,ENSMUSG00000026341,74117,protein_coding,1,125320642,125363464
Msmo1,ENSMUSG00000031604,66234,protein_coding,8,65171173,65186826
Rpl34,ENSMUSG00000062006,68436,protein_coding,3,130520480,130524047
Dnaja2,ENSMUSG00000031701,56445,protein_coding,8,86264262,86281973
Syt9,ENSMUSG00000062542,60510,protein_coding,7,106969935,107147863
Arid4a,ENSMUSG00000048118,238247,protein_coding,12,71062764,71145366
Gid8,ENSMUSG00000027573,76425,protein_coding,2,180351910,180360526
Slc17a9,ENSMUSG00000023393,228993,protein_coding,2,180367056,180384073
Eed,ENSMUSG00000030619,13626,protein_coding,7,89603862,89630191
Slc35f5,ENSMUSG00000026342,74150,protein_coding,1,125488332,125523557
Plk2,ENSMUSG00000021701,20620,protein_coding,13,110531580,110537378
Slc38a1,ENSMUSG00000023169,105727,protein_coding,15,96469299,96540794
Zfp607b,ENSMUSG00000057093,112415,protein_coding,7,27388765,27405909
Jup,ENSMUSG00000001552,16480,protein_coding,11,100259784,100288589
Zfp626,ENSMUSG00000030604,71163,protein_coding,7,27506621,27522341
P3h4,ENSMUSG00000006931,66180,protein_coding,11,100299282,100305662
Rims2,ENSMUSG00000037386,116838,protein_coding,15,39061656,39547768
Acp6,ENSMUSG00000028093,66659,protein_coding,3,97066093,97084615
Naf1,ENSMUSG00000014907,234344,protein_coding,8,67312869,67343216
Pole4,ENSMUSG00000030042,66979,protein_coding,6,82595973,82682346
Bcl9,ENSMUSG00000038256,77578,protein_coding,3,97110978,97205233
Morc4,ENSMUSG00000031434,75746,protein_coding,X,138722381,138772426
Poli,ENSMUSG00000038425,26447,protein_coding,18,70641751,70663691
Tsc1,ENSMUSG00000026812,64930,protein_coding,2,28531240,28581179
Trip11,ENSMUSG00000021188,109181,protein_coding,12,101800302,101879526
Ikbkg,ENSMUSG00000004221,16151,protein_coding,X,73436896,73497460
Mgat5,ENSMUSG00000036155,107895,protein_coding,1,127132752,127416073
Zfp553,ENSMUSG00000045598,233887,protein_coding,7,126832233,126837351
Commd4,ENSMUSG00000032299,66199,protein_coding,9,57062319,57065615
Dctpp1,ENSMUSG00000042462,66422,protein_coding,7,126856131,126859881
Hps1,ENSMUSG00000025188,192236,protein_coding,19,42743544,42768417
Ppfibp1,ENSMUSG00000016487,67533,protein_coding,6,146789985,146933523
Dusp6,ENSMUSG00000019960,67603,protein_coding,10,99099093,99103351
Cnep1r1,ENSMUSG00000036810,382030,protein_coding,8,88845397,88861738
Crebbp,ENSMUSG00000022521,12914,protein_coding,16,3899192,4031861
Tgif1,ENSMUSG00000047407,21815,protein_coding,17,71151200,71160541
Stk10,ENSMUSG00000020272,20868,protein_coding,11,32483305,32574587
Notch2,ENSMUSG00000027878,18129,protein_coding,3,97920843,98057677
Fads2,ENSMUSG00000024665,56473,protein_coding,19,10040129,10079110
Nup62cl,ENSMUSG00000072944,279706,protein_coding,X,138907554,138963461
BC031181,ENSMUSG00000036299,407819,protein_coding,18,75138939,75143223
Cox15,ENSMUSG00000040018,226139,protein_coding,19,43721693,43741439
Jkamp,ENSMUSG00000005078,104771,protein_coding,12,72132363,72148235
Ndufa13,ENSMUSG00000036199,67184,protein_coding,8,70346830,70355208
Ubald2,ENSMUSG00000050628,319370,protein_coding,11,116324920,116329903
Myl12b,ENSMUSG00000034868,67938,protein_coding,17,71280128,71297885
Prps1,ENSMUSG00000031432,19139,protein_coding,X,139357362,139376889
Dkc1,ENSMUSG00000031403,245474,protein_coding,X,74139460,74153383
Tfap4,ENSMUSG00000005718,83383,protein_coding,16,4362525,4377718
Evi5,ENSMUSG00000011831,14020,protein_coding,5,107892661,108022973
Nufip2,ENSMUSG00000037857,68564,protein_coding,11,77576981,77632747
Setx,ENSMUSG00000043535,269254,protein_coding,2,29014193,29072483
Mau2,ENSMUSG00000031858,74549,protein_coding,8,70468773,70495384
Plekhg5,ENSMUSG00000039713,269608,protein_coding,4,152156955,152199857
Cct3,ENSMUSG00000001416,12462,protein_coding,3,88204423,88229074
Myrf,ENSMUSG00000036098,225908,protein_coding,19,10185636,10218112
Chd2,ENSMUSG00000078671,244059,protein_coding,7,73076386,73191578
Cnp,ENSMUSG00000006782,12799,protein_coding,11,100465730,100482555
Zic3,ENSMUSG00000067860,22773,protein_coding,X,57068060,57087096
Rpl5,ENSMUSG00000058558,100503670,protein_coding,5,108048368,108056871
Ranbp17,ENSMUSG00000040594,66011,protein_coding,11,33161795,33463746
Sugp1,ENSMUSG00000011306,70616,protein_coding,8,70495463,70524997
Sesn2,ENSMUSG00000028893,230784,protein_coding,4,132219343,132237812
Erlin1,ENSMUSG00000025198,226144,protein_coding,19,44023383,44058224
Tmem79,ENSMUSG00000001420,71913,protein_coding,3,88235962,88243455
Eef1e1,ENSMUSG00000001707,66143,protein_coding,13,38828183,38843034
Ppm1a,ENSMUSG00000021096,19042,protein_coding,12,72804229,72846593
Ube2o,ENSMUSG00000020802,217342,protein_coding,11,116428566,116472273
Chuk,ENSMUSG00000025199,12675,protein_coding,19,44061774,44095919
Ezr,ENSMUSG00000052397,22350,protein_coding,17,7005440,7050183
Nr2c2ap,ENSMUSG00000071078,75692,protein_coding,8,70583983,70586399
Borcs8,ENSMUSG00000002345,72368,protein_coding,8,70592149,70599969
Ccnt2,ENSMUSG00000026349,72949,protein_coding,1,127701901,127735798
Cyld,ENSMUSG00000036712,74256,protein_coding,8,89423656,89478573
Nmral1,ENSMUSG00000063445,67824,protein_coding,16,4527923,4537220
Hmox2,ENSMUSG00000004070,15369,protein_coding,16,4544225,4584606
Tes,ENSMUSG00000029552,21753,protein_coding,6,17065148,17105827
Syt7,ENSMUSG00000024743,54525,protein_coding,19,10366454,10430544
4930447C04Rik,ENSMUSG00000021098,75801,protein_coding,12,72927883,72987548
Nid2,ENSMUSG00000021806,18074,protein_coding,14,19801333,19861855
Six4,ENSMUSG00000034460,20474,protein_coding,12,73146383,73160230
Tmed3,ENSMUSG00000032353,66111,protein_coding,9,89581259,89587121
Nab2,ENSMUSG00000025402,17937,protein_coding,10,127496787,127504437
Asf1a,ENSMUSG00000019857,66403,protein_coding,10,53472853,53485321
Coq10b,ENSMUSG00000025981,67876,protein_coding,1,55091929,55111861
Tmem138,ENSMUSG00000024666,72982,protein_coding,19,10547842,10554726
Tkfc,ENSMUSG00000034371,225913,protein_coding,19,10565155,10583018
Sall3,ENSMUSG00000024565,20689,protein_coding,18,81009591,81029986
Cisd1,ENSMUSG00000037710,52637,protein_coding,10,71166310,71180784
Rbbp7,ENSMUSG00000031353,245688,protein_coding,X,161543398,161562088
Tmem161b,ENSMUSG00000035762,72745,protein_coding,13,84370415,84444260
Hspe1,ENSMUSG00000073676,15528,protein_coding,1,55127291,55130466
Grk6,ENSMUSG00000074886,26385,protein_coding,13,55592885,55608740
Zranb3,ENSMUSG00000036086,226409,protein_coding,1,127881921,128030784
Ip6k1,ENSMUSG00000032594,27399,protein_coding,9,107879700,107925981
Pex2,ENSMUSG00000040374,19302,protein_coding,3,5625248,5641299
Celf2,ENSMUSG00000002107,14007,protein_coding,2,6544505,7514374
Ankrd49,ENSMUSG00000031931,56503,protein_coding,9,14690914,14696152
Gja1,ENSMUSG00000050953,14609,protein_coding,10,56253426,56278609
Rad21,ENSMUSG00000022314,19357,protein_coding,15,51825636,51855143
Rpl27a,ENSMUSG00000046364,26451,protein_coding,7,109118354,109121574
Sorl1,ENSMUSG00000049313,20660,protein_coding,9,41876016,42035593
Pls3,ENSMUSG00000016382,102866,protein_coding,X,74829260,74918788
Naca,ENSMUSG00000061315,17938,protein_coding,10,127871444,127884506
Tmem109,ENSMUSG00000034659,68539,protein_coding,19,10848024,10859365
Btrc,ENSMUSG00000025217,12234,protein_coding,19,45352173,45518452
Ndc80,ENSMUSG00000024056,67052,protein_coding,17,71803095,71833852
Hsf2,ENSMUSG00000019878,15500,protein_coding,10,57362481,57389231
Cbx3,ENSMUSG00000029836,12417,protein_coding,6,51447340,51460684
Stmn2,ENSMUSG00000027500,20257,protein_coding,3,8574420,8626666
Myadm,ENSMUSG00000068566,50918,protein_coding,7,3337605,3348958
Ptges3,ENSMUSG00000071072,56351,protein_coding,10,127894823,127913141
Ccnt1,ENSMUSG00000011960,12455,protein_coding,15,98436570,98468804
Serinc1,ENSMUSG00000019877,56442,protein_coding,10,57391870,57408626
Tmem41a,ENSMUSG00000022856,66664,protein_coding,16,21753076,21766302
Dennd2b,ENSMUSG00000031024,76954,protein_coding,7,109123118,109302812
Zfp407,ENSMUSG00000048410,240476,protein_coding,18,84146152,84607850
Cndp2,ENSMUSG00000024644,66054,protein_coding,18,84685590,84703827
Cyb5a,ENSMUSG00000024646,109672,protein_coding,18,84856829,84897996
Pank3,ENSMUSG00000018846,211347,protein_coding,11,35660311,35682112
Rars,ENSMUSG00000018848,104458,protein_coding,11,35699208,35725333
Arid3b,ENSMUSG00000004661,56380,protein_coding,9,57697636,57744076
Usp12,ENSMUSG00000029640,22217,protein_coding,5,146671619,146731816
Timm21,ENSMUSG00000024645,67105,protein_coding,18,84964316,84969649
Oga,ENSMUSG00000025220,76055,protein_coding,19,45738698,45772276
Snx10,ENSMUSG00000038301,71982,protein_coding,6,51500881,51567659
Taf2,ENSMUSG00000037343,319944,protein_coding,15,54878527,54935548
Arl6ip5,ENSMUSG00000035199,65106,protein_coding,6,97187650,97210276
Tra2b,ENSMUSG00000022858,20462,protein_coding,16,22063299,22084755
Fam76a,ENSMUSG00000028878,230789,protein_coding,4,132626524,132649869
Tigar,ENSMUSG00000038028,319801,protein_coding,6,127062079,127086520
Rbbp8,ENSMUSG00000041238,225182,protein_coding,18,11766333,11878278
Lrp2,ENSMUSG00000027070,14725,protein_coding,2,69254684,69416409
Tmem47,ENSMUSG00000025666,192216,protein_coding,X,80114304,80141478
Etv5,ENSMUSG00000013089,104156,protein_coding,16,22200059,22258469
Spats2,ENSMUSG00000051934,72572,protein_coding,15,99023797,99111096
Lims1,ENSMUSG00000019920,110829,protein_coding,10,58159288,58260513
Uqcc5,ENSMUSG00000058351,66487,protein_coding,14,30810089,30850913
Ahdc1,ENSMUSG00000037692,230793,protein_coding,4,132738571,132805421
Suv39h1,ENSMUSG00000039231,20937,protein_coding,X,7927410,7940999
Tpd52,ENSMUSG00000027506,21985,protein_coding,3,8990653,9069783
Shmt1,ENSMUSG00000020534,20425,protein_coding,11,60678930,60702544
Carhsp1,ENSMUSG00000008393,52502,protein_coding,16,8476444,8490019
Dmd,ENSMUSG00000045103,13405,protein_coding,X,81992476,84249747
Ccng1,ENSMUSG00000020326,12450,protein_coding,11,40639379,40646138
Ypel5,ENSMUSG00000039770,383295,protein_coding,17,73143448,73158190
Picalm,ENSMUSG00000039361,233489,protein_coding,7,89779421,89862673
Ldb1,ENSMUSG00000025223,16825,protein_coding,19,46020009,46033653
Clip1,ENSMUSG00000049550,56430,protein_coding,5,123715858,123822681
Septin9,ENSMUSG00000059248,53860,protein_coding,11,117090487,117253151
Caprin2,ENSMUSG00000030309,232560,protein_coding,6,148743990,148797735
Sfrp1,ENSMUSG00000031548,20377,protein_coding,8,23901518,23939648
Vangl1,ENSMUSG00000027860,229658,protein_coding,3,102060899,102112009
Hibadh,ENSMUSG00000029776,58875,protein_coding,6,52523213,52617374
Hapstr1,ENSMUSG00000022507,69053,protein_coding,16,8647964,8676786
Tspan9,ENSMUSG00000030352,109246,protein_coding,6,127938359,128120557
Ndufs4,ENSMUSG00000021764,17993,protein_coding,13,114424331,114524794
Rpl39l,ENSMUSG00000039209,68172,protein_coding,16,9988090,9992775
Tmbim6,ENSMUSG00000023010,110213,protein_coding,15,99290763,99307930
Fabp5,ENSMUSG00000027533,16592,protein_coding,3,10077608,10081667
Tead4,ENSMUSG00000030353,21679,protein_coding,6,128201251,128277786
Tnrc6c,ENSMUSG00000025571,217351,protein_coding,11,117545115,117654265
Ppp1r12a,ENSMUSG00000019907,17931,protein_coding,10,107998054,108120336
Nubp1,ENSMUSG00000022503,26425,protein_coding,16,10229812,10242292
Gak,ENSMUSG00000062234,231580,protein_coding,5,108717277,108777621
G2e3,ENSMUSG00000035293,217558,protein_coding,12,51394844,51423769
Gbf1,ENSMUSG00000025224,107338,protein_coding,19,46140948,46274949
Racgap1,ENSMUSG00000023015,26934,protein_coding,15,99518377,99549537
Tmem167,ENSMUSG00000012422,66074,protein_coding,13,90237242,90292026
Ddx46,ENSMUSG00000021500,212880,protein_coding,13,55782840,55829069
B230219D22Rik,ENSMUSG00000045767,78521,protein_coding,13,55840937,55851313
Foxm1,ENSMUSG00000001517,14235,protein_coding,6,128339930,128353109
Smco4,ENSMUSG00000058173,170748,protein_coding,9,15404728,15456556
Igf2r,ENSMUSG00000023830,16004,protein_coding,17,12901293,12988551
Eif4a2,ENSMUSG00000022884,13682,protein_coding,16,22926194,22932886
Resf1,ENSMUSG00000032712,67246,protein_coding,6,149210912,149237161
Sgo2a,ENSMUSG00000026039,68549,protein_coding,1,58035130,58065058
Coch,ENSMUSG00000020953,12810,protein_coding,12,51640124,51652554
Capn6,ENSMUSG00000067276,12338,protein_coding,X,142585227,142610410
Lima1,ENSMUSG00000023022,65970,protein_coding,15,99676351,99773337
Rbm3,ENSMUSG00000031167,19652,protein_coding,X,8005214,8012119
Dag1,ENSMUSG00000039952,13138,protein_coding,9,108081833,108141157
E2f7,ENSMUSG00000020185,52679,protein_coding,10,110581300,110623245
Pnldc1,ENSMUSG00000073460,240023,protein_coding,17,13107616,13129117
Macroh2a1,ENSMUSG00000015937,26914,protein_coding,13,56221432,56284174
Usp2,ENSMUSG00000032010,53376,protein_coding,9,43978318,44006924
Mrpl18,ENSMUSG00000057388,67681,protein_coding,17,13130236,13135232
Slc30a6,ENSMUSG00000024069,210148,protein_coding,17,74702603,74731216
Fbxo17,ENSMUSG00000030598,50760,protein_coding,7,28416229,28437569
Fam135a,ENSMUSG00000026153,68187,protein_coding,1,24050174,24139422
Ppp3ca,ENSMUSG00000028161,19055,protein_coding,3,136375885,136643488
Snx16,ENSMUSG00000027534,74718,protein_coding,3,10482877,10505162
Tpt1,ENSMUSG00000060126,22070,protein_coding,14,76082533,76085965
Yipf4,ENSMUSG00000024072,67864,protein_coding,17,74796488,74807272
Actr1a,ENSMUSG00000025228,54130,protein_coding,19,46365250,46384187
Mmp2,ENSMUSG00000031740,17390,protein_coding,8,93553919,93580048
8030462N17Rik,ENSMUSG00000047466,212163,protein_coding,18,77719193,77802186
Atp5a1,ENSMUSG00000025428,11946,protein_coding,18,77861429,77870569
Atg2b,ENSMUSG00000041341,76559,protein_coding,12,105582395,105651470
Csrp2,ENSMUSG00000020186,13008,protein_coding,10,110755650,110775483
Vasp,ENSMUSG00000030403,22323,protein_coding,7,18990854,19005742
Stat2,ENSMUSG00000040033,20847,protein_coding,10,128106428,128128718
Prune2,ENSMUSG00000039126,353211,protein_coding,19,16933482,17201296
Wwtr1,ENSMUSG00000027803,97064,protein_coding,3,57363070,57483331
Crem,ENSMUSG00000063889,12916,protein_coding,18,3266048,3337748
Csde1,ENSMUSG00000068823,229663,protein_coding,3,102927742,102965502
Sufu,ENSMUSG00000025231,24069,protein_coding,19,46385335,46477243
Plekha2,ENSMUSG00000031557,83436,protein_coding,8,25529160,25592392
Zc3h7a,ENSMUSG00000037965,106205,protein_coding,16,10954456,10994257
Tmem41b,ENSMUSG00000047554,233724,protein_coding,7,109571394,109586136
Gcnt1,ENSMUSG00000038843,14537,protein_coding,19,17303505,17350208
Ppp3cb,ENSMUSG00000021816,19056,protein_coding,14,20549432,20596641
Rsl1d1,ENSMUSG00000005846,66409,protein_coding,16,11010834,11021195
Birc6,ENSMUSG00000024073,12211,protein_coding,17,74835290,75010351
Mtmr1,ENSMUSG00000015214,53332,protein_coding,X,70408366,70462802
Wbp1l,ENSMUSG00000047731,226178,protein_coding,19,46587523,46645828
Akap12,ENSMUSG00000038587,83397,protein_coding,10,4216380,4309470
E2f1,ENSMUSG00000027490,13555,protein_coding,2,154401327,154411812
Zfp106,ENSMUSG00000027288,20402,protein_coding,2,120337301,120394324
Amfr,ENSMUSG00000031751,23802,protein_coding,8,94698216,94739470
Ubr3,ENSMUSG00000044308,68795,protein_coding,2,69727590,69854357
Nudt21,ENSMUSG00000031754,68219,protein_coding,8,94742124,94763659
Nagk,ENSMUSG00000034744,56174,protein_coding,6,83771964,83781000
Fosb,ENSMUSG00000003545,14282,protein_coding,7,19036621,19043976
Plekhh1,ENSMUSG00000060716,211945,protein_coding,12,79075937,79128429
Paip2b,ENSMUSG00000045896,232164,protein_coding,6,83782383,83808723
Cnot3,ENSMUSG00000035632,232791,protein_coding,7,3648267,3664108
Mapkapk2,ENSMUSG00000016528,17164,protein_coding,1,130981437,131025563
Usp54,ENSMUSG00000034235,78787,protein_coding,14,20598980,20691131
Cul2,ENSMUSG00000024231,71745,protein_coding,18,3382988,3436377
Bbs2,ENSMUSG00000031755,67378,protein_coding,8,94794582,94825556
AU015836,ENSMUSG00000081044,,protein_coding,X,93012265,93019076
Stoml1,ENSMUSG00000032333,69106,protein_coding,9,58160447,58169803
Fkbp14,ENSMUSG00000038074,231997,protein_coding,6,54554589,54574293
Pomp,ENSMUSG00000029649,66537,protein_coding,5,147797271,147813266
Ercc1,ENSMUSG00000003549,13870,protein_coding,7,19078703,19090449
Cs,ENSMUSG00000005683,12974,protein_coding,10,128173603,128198348
Plekha8,ENSMUSG00000005225,231999,protein_coding,6,54572096,54622824
Ppp1r13l,ENSMUSG00000040734,333654,protein_coding,7,19093674,19112458
Myh9,ENSMUSG00000022443,17886,protein_coding,15,77644787,77726375
Svil,ENSMUSG00000024236,225115,protein_coding,18,4920540,5119299
Nap1l1,ENSMUSG00000058799,53605,protein_coding,10,111309084,111334011
Ttc27,ENSMUSG00000024078,74196,protein_coding,17,75024727,75170565
Znrf2,ENSMUSG00000058446,387524,protein_coding,6,54793901,54870485
Tent2,ENSMUSG00000042167,100715,protein_coding,13,93282790,93328893
Rbis,ENSMUSG00000078784,69126,protein_coding,3,14671344,14676345
Eif3d,ENSMUSG00000016554,55944,protein_coding,15,77843198,77855013
Hmgb3,ENSMUSG00000015217,15354,protein_coding,X,70599524,70604282
Dusp1,ENSMUSG00000024190,19252,protein_coding,17,26724564,26781102
Phlda1,ENSMUSG00000020205,21664,protein_coding,10,111342147,111344506
Metap1,ENSMUSG00000005813,75624,protein_coding,3,138164717,138195276
Tspan12,ENSMUSG00000029669,269831,protein_coding,6,21771394,21852514
Nabp2,ENSMUSG00000025374,69917,protein_coding,10,128237264,128247361
Siah2,ENSMUSG00000036432,20439,protein_coding,3,58582359,58599821
Phf10,ENSMUSG00000023883,72057,protein_coding,17,15165271,15181535
Sh3pxd2a,ENSMUSG00000053617,14218,protein_coding,19,47248613,47452840
Atr,ENSMUSG00000032409,245000,protein_coding,9,95739650,95833834
Car2,ENSMUSG00000027562,12349,protein_coding,3,14951333,14965830
Ergic1,ENSMUSG00000001576,67458,protein_coding,17,26780463,26875908
Cpne2,ENSMUSG00000034361,234577,protein_coding,8,95259618,95297159
Mfge8,ENSMUSG00000030605,17304,protein_coding,7,78783516,78798808
Bcas2,ENSMUSG00000005687,68183,protein_coding,3,103078971,103086482
Adam19,ENSMUSG00000011256,11492,protein_coding,11,45946819,46038170
Slk,ENSMUSG00000025060,20874,protein_coding,19,47568117,47633685
Crebrf,ENSMUSG00000048249,77128,protein_coding,17,26934624,26995609
Zfp638,ENSMUSG00000030016,18139,protein_coding,6,83844091,83966532
Apoo,ENSMUSG00000079508,68316,protein_coding,X,93410723,93460699
Abhd2,ENSMUSG00000039202,54608,protein_coding,7,78922947,79015256
Psme3ip1,ENSMUSG00000031774,102122,protein_coding,8,95300766,95328625
Cemip2,ENSMUSG00000024754,83921,protein_coding,19,21755706,21835724
Tsen34,ENSMUSG00000035585,66078,protein_coding,7,3695862,3704023
Eif4b,ENSMUSG00000058655,75705,protein_coding,15,101982208,102005608
Sh3bp5,ENSMUSG00000021892,24056,protein_coding,14,31081837,31158035
Rab9,ENSMUSG00000079316,56382,protein_coding,X,165240249,165262863
Mpv17l,ENSMUSG00000022679,93734,protein_coding,16,13721025,13767483
Mpp7,ENSMUSG00000057440,75739,protein_coding,18,7347959,7626866
Tmsb4x,ENSMUSG00000049775,19241,protein_coding,X,165990089,165992311
Prps2,ENSMUSG00000025742,110639,protein_coding,X,166129318,166165745
Arl2bp,ENSMUSG00000031776,107566,protein_coding,8,95393228,95401053
Tprgl,ENSMUSG00000029030,67808,protein_coding,4,154241942,154245123
Ciapin1,ENSMUSG00000031781,109006,protein_coding,8,95546432,95564986
Csad,ENSMUSG00000023044,246277,protein_coding,15,102085434,102113159
Slc7a1,ENSMUSG00000041313,11987,protein_coding,5,148264220,148336714
Polr2c,ENSMUSG00000031783,20021,protein_coding,8,95584078,95600163
Rc3h1,ENSMUSG00000040423,381305,protein_coding,1,160733988,160802548
Naa16,ENSMUSG00000022020,66897,protein_coding,14,79562709,79628218
Ubl3,ENSMUSG00000001687,24109,protein_coding,5,148441445,148489599
Nif3l1,ENSMUSG00000026036,65102,protein_coding,1,58484310,58520975
Lrpap1,ENSMUSG00000029103,16976,protein_coding,5,35248845,35263110
Myl6,ENSMUSG00000090841,17904,protein_coding,10,128326729,128330014
Arv1,ENSMUSG00000031982,68865,protein_coding,8,125448878,125460862
Orc2,ENSMUSG00000026037,18393,protein_coding,1,58501930,58544268
Rarg,ENSMUSG00000001288,19411,protein_coding,15,102143373,102165952
Colec12,ENSMUSG00000036103,140792,protein_coding,18,9707595,9882644
Foxp1,ENSMUSG00000030067,108655,protein_coding,6,98902299,99499682
Yy1,ENSMUSG00000021264,22632,protein_coding,12,108758899,108786074
Cox16,ENSMUSG00000091803,66272,protein_coding,12,81405800,81531901
Add3,ENSMUSG00000025026,27360,protein_coding,19,53128874,53235830
Sugt1,ENSMUSG00000022024,67955,protein_coding,14,79825131,79872636
Paics,ENSMUSG00000029247,67054,protein_coding,5,77099154,77115356
Pa2g4,ENSMUSG00000025364,18813,protein_coding,10,128393635,128401856
Gcat,ENSMUSG00000006378,26912,protein_coding,15,78915074,78922553
Erbb3,ENSMUSG00000018166,13867,protein_coding,10,128403392,128425521
Ppp1r2,ENSMUSG00000047714,66849,protein_coding,16,31070355,31094095
Fez2,ENSMUSG00000056121,225020,protein_coding,17,78676641,78725581
Ikzf4,ENSMUSG00000002578,22781,protein_coding,10,128466712,128505227
Ccdc102a,ENSMUSG00000063605,234582,protein_coding,8,95629497,95644726
Bdh1,ENSMUSG00000046598,71911,protein_coding,16,31241098,31277719
Ctxn1,ENSMUSG00000048644,330695,protein_coding,8,4307660,4309274
Rgmb,ENSMUSG00000048027,68799,protein_coding,17,16023450,16051301
Suox,ENSMUSG00000049858,211389,protein_coding,10,128505763,128509942
Cdk2,ENSMUSG00000025358,12566,protein_coding,10,128533808,128540900
Hycc2,ENSMUSG00000038174,213056,protein_coding,1,58561965,58625482
